customer_id,first_name,last_name,city,state,signup_date,customer_segment
10122,Meera,Patel,Visakhapatnam,Tamil Nadu,2024-08-08,Regular
10123,Meera,Martin,Hyderabad,Delhi,2021-08-21,Premium
10124,Priya,Patel,Pune,Rajasthan,2021-03-12,Premium
10125,Olivia,Walker,Jaipur,West Bengal,2024-02-21,Regular
10126,Sneha,Rao,Visakhapatnam,Delhi,2021-01-07,New
10127,Arjun,Verma,Pune,Andhra Pradesh,2024-10-31,New
10128,Riya,Kumar,Hyderabad,Karnataka,2021-02-03,Regular
10129,Sneha,Singh,Chennai,West Bengal,2024-01-07,Regular
10130,Kavya,Walker,Delhi,Delhi,2022-12-25,Regular
10131,Sneha,Gupta,Kolkata,Karnataka,2023-10-30,New
10132,Sneha,Brown,Jaipur,West Bengal,2023-09-25,Premium
10133,Arjun,White,Hyderabad,Andhra Pradesh,2022-12-12,New
10134,Sneha,Wilson,Mumbai,Andhra Pradesh,2023-02-10,Regular
10135,Riya,Sharma,Chennai,Andhra Pradesh,2023-03-17,Premium
10136,Rohan,Nair,Jaipur,Andhra Pradesh,2023-12-20,Regular
10137,Kavya,Nair,Bengaluru,Maharashtra,2024-02-11,Regular
10138,Aarav,Gupta,Chennai,Telangana,2022-12-21,Regular
10139,Rohan,Singh,Chennai,Rajasthan,2022-07-19,Regular
10140,Ananya,Brown,Bengaluru,Maharashtra,2021-03-10,Regular
10141,Sophia,Nair,Kolkata,West Bengal,2024-05-31,Regular
10142,Sanjay,Gupta,Delhi,Telangana,2021-12-28,Regular
10143,Aditya,Verma,Delhi,Rajasthan,2022-11-26,Regular
10144,Ananya,Rao,Jaipur,Rajasthan,2025-05-08,Regular
10145,Sophia,Singh,Pune,Rajasthan,2024-06-09,Regular
10146,Olivia,Mehta,Mumbai,Karnataka,2022-07-08,Regular
10147,Aarav,Walker,Mumbai,Andhra Pradesh,2023-01-30,New
10148,Sanjay,Brown,Visakhapatnam,Delhi,2022-06-04,Regular
10149,Emma,Smith,Delhi,Karnataka,2023-09-29,Premium
10150,Arjun,White,Bengaluru,Delhi,2021-09-02,New
10151,Olivia,Wilson,Kolkata,Maharashtra,2025-03-05,New
10152,Aditya,Singh,Vijayawada,West Bengal,2025-04-29,New
10153,Daniel,Nair,Chennai,Telangana,2022-04-23,Regular
10154,Aditya,Mehta,Delhi,Delhi,2022-01-04,New
10155,Ananya,Mehta,Delhi,West Bengal,2023-05-13,Regular
10156,Meera,Kumar,Bengaluru,West Bengal,2023-11-01,New
10157,Rahul,Kumar,Hyderabad,Andhra Pradesh,2023-10-27,New
10158,Sneha,Rao,Vijayawada,West Bengal,2021-03-09,New
10159,Neha,Walker,Kolkata,West Bengal,2024-02-12,New
10160,Riya,Martin,Vijayawada,Telangana,2021-04-17,Regular
10161,Sophia,Clark,Mumbai,Andhra Pradesh,2022-07-02,Premium
10162,Meera,Patel,Delhi,Tamil Nadu,2024-02-21,Regular
10163,Ananya,Verma,Jaipur,Delhi,2024-11-20,Premium
10164,Ananya,Smith,Chennai,Delhi,2023-10-14,New
10165,Ananya,Verma,Kolkata,Rajasthan,2021-09-13,Premium
10166,Emma,Verma,Bengaluru,Tamil Nadu,2023-12-25,Regular
10167,Rohan,Nair,Hyderabad,Maharashtra,2021-03-01,Regular
10168,Vikram,Reddy,Jaipur,Andhra Pradesh,2022-01-05,Regular
10169,Rohan,Lewis,Bengaluru,West Bengal,2021-07-17,New
10170,Aarav,Walker,Kolkata,Tamil Nadu,2025-04-25,New
10171,Rahul,Reddy,Delhi,Tamil Nadu,2022-08-13,New
10172,Arjun,Verma,Visakhapatnam,Andhra Pradesh,2023-06-13,Regular
10173,Riya,Brown,Delhi,Andhra Pradesh,2024-06-18,Regular
10174,Aisha,Thomas,Kolkata,Karnataka,2025-04-01,Premium
10175,Meera,White,Visakhapatnam,Maharashtra,2025-05-12,New
10176,Priya,Verma,Visakhapatnam,Andhra Pradesh,2021-09-20,Regular
10177,Aisha,Martin,Vijayawada,Telangana,2022-09-23,Regular
10178,Vikram,Walker,Bengaluru,Karnataka,2022-10-11,New
10179,Daniel,Clark,Bengaluru,Karnataka,2024-06-27,New
10180,Neha,Gupta,Pune,Delhi,2022-06-22,Regular
10181,Daniel,Clark,Kolkata,Maharashtra,2022-01-06,Regular
10182,Vikram,Verma,Kolkata,Tamil Nadu,2024-04-23,New
10183,Priya,Sharma,Vijayawada,Karnataka,2023-03-04,New
10184,Meera,Thomas,Bengaluru,West Bengal,2024-04-11,New
10185,Priya,Clark,Bengaluru,Andhra Pradesh,2022-08-31,Regular
10186,Ananya,Rao,Bengaluru,Karnataka,2023-02-18,Regular
10187,Vikram,Mehta,Delhi,West Bengal,2021-01-15,New
10188,Kiran,Nair,Kolkata,Andhra Pradesh,2021-01-26,Regular
10189,Sanjay,Kumar,Bengaluru,Delhi,2021-01-01,Premium
10190,Rohan,White,Visakhapatnam,Delhi,2021-10-08,New
10191,Meera,Sharma,Mumbai,Karnataka,2022-07-11,New
10192,Kavya,Smith,Kolkata,Rajasthan,2021-03-22,New
10193,Kavya,Sharma,Vijayawada,Rajasthan,2021-09-15,New
10194,Kiran,Taylor,Hyderabad,West Bengal,2024-09-17,Regular
10195,Sophia,Walker,Visakhapatnam,Rajasthan,2024-09-29,Regular
10196,Arjun,Wilson,Jaipur,Delhi,2022-04-09,Regular
10197,Rohan,Wilson,Jaipur,West Bengal,2025-02-23,New
10198,Rahul,Clark,Bengaluru,Andhra Pradesh,2021-07-08,Regular
10199,Rohan,White,Mumbai,Telangana,2021-02-20,New
10200,Sophia,Lewis,Chennai,Karnataka,2022-07-21,New
10201,Kiran,Singh,Pune,Karnataka,2022-02-28,New
10202,Daniel,Smith,Jaipur,West Bengal,2021-05-04,Premium
10203,Priya,Clark,Vijayawada,Karnataka,2024-09-17,Regular
10204,Meera,Gupta,Vijayawada,Maharashtra,2025-04-16,Regular
10205,Priya,Taylor,Pune,Maharashtra,2022-03-09,Regular
10206,Aditya,Sharma,Jaipur,West Bengal,2022-05-20,New
10207,Riya,Lewis,Jaipur,Delhi,2024-02-24,Regular
10208,Sophia,Wilson,Visakhapatnam,Telangana,2025-02-01,Regular
10209,Aditya,Martin,Visakhapatnam,West Bengal,2022-04-04,Premium
10210,Riya,Clark,Kolkata,Maharashtra,2023-12-29,Regular
10211,Aditya,Singh,Hyderabad,Telangana,2021-02-07,New
10212,Aisha,Mehta,Chennai,West Bengal,2023-06-25,Premium
10213,Riya,Lewis,Vijayawada,Tamil Nadu,2025-04-29,Regular
10214,Ananya,Patel,Mumbai,Maharashtra,2023-01-31,New
10215,Aisha,Clark,Bengaluru,Rajasthan,2023-10-24,New
10216,Aditya,Gupta,Jaipur,Karnataka,2024-01-05,New
10217,Arjun,Smith,Pune,Rajasthan,2023-10-09,Regular
10218,Arjun,Brown,Visakhapatnam,Maharashtra,2024-01-04,Regular
10219,Ananya,Taylor,Chennai,Rajasthan,2024-11-19,New
10220,Daniel,Clark,Mumbai,Andhra Pradesh,2021-01-17,New
10221,Rahul,Rao,Mumbai,Andhra Pradesh,2024-11-16,Regular
10222,Priya,Patel,Mumbai,Karnataka,2024-12-23,Regular
10223,Aisha,Verma,Pune,Andhra Pradesh,2024-12-17,New
10224,Sanjay,Wilson,Chennai,Tamil Nadu,2022-08-12,New
10225,Aisha,Thomas,Visakhapatnam,Rajasthan,2023-07-22,Premium
10226,Rohan,Thomas,Mumbai,Rajasthan,2022-07-20,Premium
10227,Emma,Rao,Pune,Delhi,2024-09-06,Regular
10228,Sneha,Walker,Visakhapatnam,Rajasthan,2022-10-13,Regular
10229,Neha,Reddy,Pune,Delhi,2022-05-16,Premium
10230,Vikram,Kumar,Hyderabad,Telangana,2024-01-02,New
10231,Priya,Sharma,Hyderabad,Andhra Pradesh,2021-03-20,Premium
10232,Olivia,Walker,Pune,Delhi,2022-08-25,Regular
10233,Aarav,Patel,Kolkata,Telangana,2021-11-27,Regular
10234,Riya,Wilson,Jaipur,Telangana,2022-08-22,Regular
10235,Priya,Clark,Bengaluru,West Bengal,2022-12-19,New
10236,Aisha,Thomas,Delhi,Rajasthan,2021-04-12,Regular
10237,Meera,Walker,Chennai,West Bengal,2024-10-15,Regular
10238,Ananya,Reddy,Pune,Maharashtra,2022-10-29,New
10239,Rohan,Verma,Pune,Tamil Nadu,2022-07-29,Regular
10240,Kavya,Brown,Mumbai,Maharashtra,2021-08-28,Premium
10241,Rahul,Taylor,Hyderabad,Tamil Nadu,2025-05-13,Premium
10242,Sneha,Wilson,Hyderabad,Tamil Nadu,2024-09-30,Regular
10243,Arjun,Smith,Delhi,Karnataka,2023-02-11,New
10244,Kavya,Rao,Chennai,Delhi,2022-06-20,New
10245,Kavya,Kumar,Mumbai,Karnataka,2023-01-18,New
10246,Arjun,Verma,Hyderabad,Karnataka,2025-03-18,Regular
10247,Riya,Gupta,Hyderabad,Tamil Nadu,2021-12-21,Regular
10248,Ananya,Smith,Bengaluru,Andhra Pradesh,2024-01-01,Premium
10249,Riya,Thomas,Mumbai,Delhi,2024-12-16,New
10250,Aarav,Smith,Bengaluru,Maharashtra,2024-04-24,Premium
10251,Vikram,Smith,Chennai,Delhi,2024-10-24,Premium
10252,Priya,Sharma,Mumbai,Delhi,2025-02-25,Regular
10253,Vikram,Wilson,Chennai,Maharashtra,2021-04-06,Premium
10254,Rohan,Verma,Hyderabad,Andhra Pradesh,2022-01-18,Regular
10255,Meera,Kumar,Bengaluru,West Bengal,2021-08-20,New
10256,Rahul,Singh,Jaipur,Karnataka,2023-06-27,New
10257,Meera,Thomas,Kolkata,Andhra Pradesh,2022-10-14,New
10258,Rahul,Walker,Bengaluru,Karnataka,2021-03-07,New
10259,Vikram,Brown,Chennai,Telangana,2023-06-12,Regular
10260,Sneha,White,Mumbai,Maharashtra,2021-06-11,New
10261,Riya,Patel,Jaipur,Maharashtra,2022-10-14,New
10262,Vikram,Gupta,Visakhapatnam,Andhra Pradesh,2022-08-10,New
10263,Aditya,Walker,Vijayawada,West Bengal,2024-11-30,Regular
10264,Daniel,Patel,Bengaluru,Telangana,2023-12-29,Premium
10265,Sophia,Taylor,Pune,Maharashtra,2023-09-26,Regular
10266,Sneha,Singh,Pune,Andhra Pradesh,2024-08-23,Regular
10267,Ananya,Rao,Kolkata,West Bengal,2021-10-16,Premium
10268,Rohan,Mehta,Visakhapatnam,Delhi,2022-02-15,Regular
10269,Kavya,Nair,Mumbai,Delhi,2024-04-18,Regular
10270,Sneha,Lewis,Delhi,Delhi,2024-04-13,Regular
10271,Aditya,White,Chennai,Karnataka,2021-02-04,Premium
10272,Aarav,Brown,Chennai,Delhi,2021-12-25,New
10273,Vikram,Brown,Mumbai,West Bengal,2021-12-30,Regular
10274,Sophia,Reddy,Vijayawada,Telangana,2021-01-10,Regular
10275,Ananya,Singh,Pune,West Bengal,2023-11-25,New
10276,Priya,Sharma,Kolkata,Karnataka,2021-03-29,Regular
10277,Priya,Lewis,Kolkata,Telangana,2024-09-08,Regular
10278,Riya,Singh,Mumbai,Andhra Pradesh,2023-07-26,Premium
10279,Arjun,Rao,Jaipur,Maharashtra,2024-05-03,Premium
10280,Arjun,Clark,Hyderabad,Maharashtra,2023-03-07,Regular
10281,Aditya,Martin,Visakhapatnam,Delhi,2025-04-02,Regular
10282,Priya,Wilson,Hyderabad,Delhi,2022-03-09,Premium
10283,Meera,Sharma,Mumbai,Delhi,2023-06-12,New
10284,Priya,Smith,Visakhapatnam,Rajasthan,2021-01-11,New
10285,Ananya,Smith,Kolkata,West Bengal,2024-08-25,Regular
10286,Daniel,Rao,Mumbai,Telangana,2023-06-28,Regular
10287,Vikram,Martin,Visakhapatnam,Karnataka,2021-10-09,Regular
10288,Sneha,Walker,Bengaluru,Maharashtra,2024-08-01,Regular
10289,Neha,Gupta,Kolkata,Maharashtra,2025-05-02,New
10290,Priya,Rao,Delhi,Tamil Nadu,2021-04-20,Regular
10291,Emma,Rao,Chennai,Karnataka,2024-09-15,Regular
10292,Aditya,Clark,Jaipur,Telangana,2024-03-24,Premium
10293,Sophia,Reddy,Vijayawada,Karnataka,2022-07-22,New
10294,Rohan,Lewis,Hyderabad,Rajasthan,2023-10-13,Regular
10295,Neha,Thomas,Hyderabad,Maharashtra,2024-06-10,Regular
10296,Neha,Mehta,Hyderabad,Rajasthan,2023-02-06,Regular
10297,Emma,Smith,Pune,Tamil Nadu,2023-12-03,New
10298,Ananya,Lewis,Pune,Tamil Nadu,2021-03-19,New
10299,Aditya,Thomas,Vijayawada,Maharashtra,2025-01-20,New
10300,Aarav,Gupta,Kolkata,Rajasthan,2025-01-17,Regular
10301,Kiran,Reddy,Hyderabad,Delhi,2021-12-03,Regular
10302,Emma,Taylor,Pune,Telangana,2023-02-03,Regular
10303,Aarav,Kumar,Vijayawada,Tamil Nadu,2022-01-17,Regular
10304,Olivia,Reddy,Visakhapatnam,Rajasthan,2022-10-02,New
10305,Neha,White,,Karnataka,2022-03-17,New
10306,Rahul,Mehta,Hyderabad,Andhra Pradesh,2024-10-10,Regular
10307,Rohan,Taylor,Bengaluru,Rajasthan,2024-01-17,Regular
10308,Sneha,Singh,Mumbai,Karnataka,2024-09-14,Regular
10309,Rohan,Kumar,Pune,Delhi,2024-06-22,Regular
10310,Rahul,Reddy,Mumbai,Delhi,2024-03-09,Premium
10311,Meera,Nair,Hyderabad,Andhra Pradesh,2021-09-24,Premium
10312,Meera,Sharma,Mumbai,Andhra Pradesh,2024-08-19,Regular
10313,Rahul,Verma,Chennai,Telangana,2024-06-06,New
10314,Aditya,Rao,Pune,Tamil Nadu,2021-07-18,New
10315,Sanjay,Brown,Hyderabad,Rajasthan,2021-05-21,Regular
10316,Meera,Smith,Vijayawada,Tamil Nadu,2024-05-02,Regular
10317,Aisha,Rao,Pune,Karnataka,2022-09-17,New
10318,Aisha,Mehta,Mumbai,West Bengal,2022-06-09,New
10319,Daniel,Reddy,Jaipur,Karnataka,2022-09-27,Premium
10320,Riya,Rao,Vijayawada,Karnataka,2024-10-19,New
10321,Rohan,White,Bengaluru,Andhra Pradesh,2022-08-05,Regular
10322,Rahul,White,Bengaluru,Telangana,2022-08-16,Premium
10323,Kavya,Mehta,Hyderabad,Rajasthan,2022-10-01,Regular
10324,Daniel,Walker,Delhi,Karnataka,2021-03-28,New
10325,Sophia,Brown,Mumbai,Telangana,2021-03-01,Regular
10326,Sanjay,Kumar,Mumbai,West Bengal,2022-10-26,Regular
10327,Sanjay,Lewis,Delhi,Karnataka,2021-01-27,New
10328,Aarav,Verma,Delhi,Tamil Nadu,2024-04-25,Regular
10329,Rahul,Wilson,Hyderabad,Tamil Nadu,2022-11-11,New
10330,Sneha,Wilson,Bengaluru,Delhi,2023-03-13,Regular
10331,Neha,Rao,Vijayawada,Maharashtra,2022-06-22,Premium
10332,Kiran,Martin,Jaipur,Karnataka,2024-05-06,Regular
10333,Rohan,Brown,Visakhapatnam,Karnataka,2022-11-16,Premium
10334,Emma,Nair,Jaipur,Karnataka,2021-02-26,Regular
10335,Priya,Gupta,Pune,Telangana,2023-02-21,Premium
10336,Emma,Martin,Visakhapatnam,West Bengal,2021-10-11,Regular
10337,Sophia,Singh,Visakhapatnam,Maharashtra,2023-08-11,New
10338,Rohan,Kumar,Visakhapatnam,Telangana,2023-06-21,Premium
10339,Sanjay,Lewis,Bengaluru,Tamil Nadu,2023-01-30,Premium
10340,Sophia,Rao,Bengaluru,West Bengal,2022-09-09,Regular
10341,Kavya,Wilson,Pune,Tamil Nadu,2023-08-12,Regular
10342,Aditya,Martin,Delhi,Maharashtra,2023-12-25,New
10343,Kavya,Clark,Jaipur,West Bengal,2024-11-06,New
10344,Neha,Wilson,Mumbai,West Bengal,2025-03-21,New
10345,Daniel,Martin,Visakhapatnam,West Bengal,2021-05-14,Regular
10346,Aditya,Clark,Visakhapatnam,Maharashtra,2023-11-22,New
10347,Sophia,Walker,Jaipur,Maharashtra,2021-05-16,New
10348,Daniel,Sharma,Bengaluru,Andhra Pradesh,2022-10-30,Premium
10349,Vikram,Martin,Chennai,Andhra Pradesh,2024-04-01,Regular
10350,Vikram,Patel,Chennai,Telangana,2023-05-18,Regular
10351,Neha,Lewis,Vijayawada,Andhra Pradesh,2024-07-16,New
10352,Aarav,Sharma,Kolkata,Rajasthan,2024-12-31,New
10353,Aditya,Singh,Pune,Rajasthan,2025-04-08,Regular
10354,Ananya,Patel,Hyderabad,Tamil Nadu,2023-12-13,New
10355,Sophia,Wilson,Delhi,Delhi,2023-12-14,Regular
10356,Sophia,Sharma,Vijayawada,Telangana,2024-07-09,Premium
10357,Vikram,Sharma,Pune,Telangana,2022-01-08,New
10358,Olivia,Brown,Chennai,Delhi,2022-04-28,Regular
10359,Arjun,White,Delhi,Karnataka,2022-07-01,Regular
10360,Aisha,Brown,Kolkata,Karnataka,2024-04-05,New
10361,Emma,Verma,Delhi,Tamil Nadu,2022-07-16,Regular
10362,Olivia,Taylor,Visakhapatnam,Maharashtra,2021-08-12,Regular
10363,Sanjay,Smith,Mumbai,Karnataka,2024-07-01,New
10364,Olivia,Nair,Kolkata,Andhra Pradesh,2024-04-14,Regular
10365,Rahul,Smith,Visakhapatnam,West Bengal,2023-08-09,Regular
10366,Neha,Sharma,Chennai,Andhra Pradesh,2024-11-11,Regular
10367,Priya,Singh,Chennai,Rajasthan,2024-06-20,Premium
10368,Rohan,Taylor,Hyderabad,Delhi,2024-12-11,Regular
10369,Aarav,Rao,Mumbai,Tamil Nadu,2022-02-20,Regular
10370,Riya,Reddy,Hyderabad,Rajasthan,2021-07-06,Premium
10371,Rohan,Kumar,Vijayawada,Delhi,2022-07-01,Regular
10372,Meera,Lewis,Hyderabad,Maharashtra,2024-08-20,New
10373,Ananya,Rao,Kolkata,Maharashtra,2025-01-19,New
10374,Kiran,Sharma,Delhi,Telangana,2021-06-25,New
10375,Olivia,Martin,Jaipur,Rajasthan,2024-09-30,New
10376,Arjun,Brown,Mumbai,Andhra Pradesh,2023-02-05,Regular
10377,Aisha,Mehta,Mumbai,West Bengal,2024-08-01,New
10378,Aisha,Lewis,Chennai,Karnataka,2023-12-29,Premium
10379,Kiran,Rao,Delhi,Rajasthan,2021-04-07,Regular
10380,Aditya,Smith,Chennai,Karnataka,2023-02-14,New
10381,Aarav,Martin,Bengaluru,Karnataka,2021-05-23,Premium
10382,Daniel,Wilson,Jaipur,Telangana,2022-06-28,Regular
10383,Daniel,Singh,Kolkata,Tamil Nadu,2024-04-27,New
10384,Sanjay,Taylor,Bengaluru,Tamil Nadu,2023-12-31,New
10385,Aarav,Martin,Kolkata,Andhra Pradesh,2024-02-02,Regular
10386,Rahul,Kumar,Mumbai,Tamil Nadu,2023-11-24,Regular
10387,Arjun,Patel,Bengaluru,Rajasthan,2021-01-24,Regular
10388,Emma,Taylor,Pune,Tamil Nadu,2023-07-22,Regular
10389,Olivia,Kumar,Vijayawada,Delhi,2023-02-16,Regular
10390,Vikram,Lewis,Hyderabad,Delhi,2023-04-26,Premium
10391,Aisha,Kumar,Mumbai,Andhra Pradesh,2021-12-07,Regular
10392,Vikram,White,Jaipur,Andhra Pradesh,2024-02-04,Regular
